experiment,method,n_views,n_objects,sde_ref_mean,sde_ref_min,sde_ref_max,f1_ref
plane_v00_1_hdbscan_ms2,ransac_svd_sde,6,812,0.011867895241911518,9.475754599183231e-08,0.26815838399137804,0.15144478844169246
plane_v00_1_hdbscan_ms2,svd,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms2,svd,14,825,0.011713957193319807,2.1058905609466848e-06,0.17017152939878283,0.08333333333333334
plane_v00_1_hdbscan_ms2,svd,26,769,0.00644943369173762,3.712266688733511e-06,0.3148760612940034,0.09951193058568329
plane_v00_1_hdbscan_ms2,svd,6,812,0.009653185860284375,9.475754599183231e-08,0.26815838399137804,0.15763673890608876
plane_v00_1_hdbscan_ms2,svd_sde,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms2,svd_sde,14,825,0.011713957193319807,2.1058905609466848e-06,0.17017152939878283,0.08333333333333334
plane_v00_1_hdbscan_ms2,svd_sde,26,769,0.00644943369173762,3.712266688733511e-06,0.3148760612940034,0.09951193058568329
plane_v00_1_hdbscan_ms2,svd_sde,6,812,0.009653185860284375,9.475754599183231e-08,0.26815838399137804,0.15763673890608876
plane_v00_1_hdbscan_ms3,ransac_svd,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms3,ransac_svd,14,825,0.015589168684470738,2.5954752140575572e-06,0.2136893288326793,0.07852077001013172
plane_v00_1_hdbscan_ms3,ransac_svd,26,769,0.016970364418677913,1.2542567030500732e-05,0.3148760612940034,0.07917570498915401
plane_v00_1_hdbscan_ms3,ransac_svd,6,812,0.011637115303862975,9.521279862406719e-07,0.2687940488813989,0.16408668730650156
plane_v00_1_hdbscan_ms3,ransac_svd_sde,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
plane_v00_1_hdbscan_ms3,ransac_svd_sde,14,825,0.015589168684470738,2.5954752140575572e-06,0.2136893288326793,0.07852077001013172
plane_v00_1_hdbscan_ms3,ransac_svd_sde,26,769,0.016970364418677913,1.2542567030500732e-05,0.3148760612940034,0.07917570498915401
plane_v00_1_hdbscan_ms3,ransac_svd_sde,6,812,0.011637115303862975,9.521279862406719e-07,0.2687940488813989,0.16408668730650156
plane_v00_1_hdbscan_ms3,svd,1,518,0.00490872702242967,2.5431663575835123e-05,0.11450673269056469,0.4504065040650407
